Academy,Course Code,Course Item,Activity Name,Activity Type,Trainee Masked,Result,Percentage,Attempt,Date
Glasgow,G-20-PSO-04,BA Class,PSO Internal BA Exam,Standard,Trainee 2930,85,0.85,1,08/01/2021 00:00
Leeds,LE-20-FOU-16,Business Analysis & PM (& Agile training),General Marking Scheme,Standard,Trainee 1955,85,0.85,1,08/01/2021 00:00
Austin,HTX-20-JAV-03,Java 5-  Project,Java Marking Scheme,Standard,Trainee 3032,85,0.85,1,08/01/2021 00:00
Hong Kong,H-20-JAV-04,Java Week 5 - Group Project 2,Java Marking Scheme,Standard,Trainee 3136,85,0.85,1,08/01/2021 00:00
Leeds,LE-20-FOU-16,Business Analysis & PM (& Agile training),General Marking Scheme,Standard,Trainee 1569,85,0.85,1,08/01/2021 00:00
Leeds,LE-20-FOU-16,Business Analysis & PM (& Agile training),General Marking Scheme,Standard,Trainee 1638,85,0.85,1,08/01/2021 00:00
Hong Kong,H-20-JAV-04,Java Week 5 - Group Project 2,Java Marking Scheme,Standard,Trainee 3175,83,0.83,1,08/01/2021 00:00
Glasgow,G-20-PSO-04,BA Class,PSO Internal BA Exam,Standard,Trainee 2897,83,0.83,1,08/01/2021 00:00
Glasgow,G-20-PSO-04,BA Class,PSO Internal BA Exam,Standard,Trainee 2926,83,0.83,1,08/01/2021 00:00
Toronto,T-20-TST-02,Manual Testing/ISTQB,ISEB/ISTQB Foundation Exam,External,Trainee 3179,33,0.825,1,08/01/2021 00:00
Frankfurt,F-20-OOD-07,Object Orientated Development Week 2,OOD Marking Scheme,Standard,Trainee 383,82,0.82,1,08/01/2021 00:00
Frankfurt,F-21-FOU-01,Professional Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 1832,49,0.8167,1,08/01/2021 00:00
Hong Kong,H-20-OOD-06,Object Orientated Development Week 1,OOD Marking Scheme,Standard,Trainee 2180,81,0.81,1,08/01/2021 00:00
London,L-20-GB2B-05,Excel,EXCEL Exam - March 2017,Standard,Trainee 2727,81,0.81,1,08/01/2021 00:00
Toronto,T-21-JAV-02,OOD 1,OOD Marking Scheme,Standard,Trainee 2701,80,0.8,1,08/01/2021 00:00
Frankfurt,F-20-OOD-07,Object Orientated Development Week 2,OOD Marking Scheme,Standard,Trainee 333,80,0.8,1,08/01/2021 00:00
Sydney,SY-20-JAV-08,Java Week 4,Solo Project,Standard,Trainee 610,80,0.8,1,08/01/2021 00:00
Hong Kong,H-20-JAV-04,Java Week 5 - Group Project 2,Java Marking Scheme,Standard,Trainee 3208,80,0.8,1,08/01/2021 00:00
Sydney,SY-20-OOD-09,Object Orientated Development Week 4,OOD Marking Scheme,Standard,Trainee 844,80,0.8,1,08/01/2021 00:00
Toronto,T-21-JAV-02,OOD 1,OOD Marking Scheme,Standard,Trainee 2648,80,0.8,1,08/01/2021 00:00
Sydney,SY-20-TEC-02,OS Admin,General Marking Scheme,Standard,Trainee 1509,80,0.8,1,08/01/2021 00:00
Sydney,SY-20-JAV-08,Java Week 4,Solo Project,Standard,Trainee 708,78,0.78,2,08/01/2021 00:00
Arlington,AR-20-JAV-08,Finance,New York Finance,Standard,Trainee 3105,78,0.78,1,08/01/2021 00:00
Sydney,SY-20-JAV-08,Java Week 4,Solo Project,Standard,Trainee 1568,77,0.77,1,08/01/2021 00:00
Sydney,SY-20-OOD-09,Object Orientated Development Week 4,OOD Marking Scheme,Standard,Trainee 206,76,0.76,1,08/01/2021 00:00
Glasgow,G-20-PSO-04,BA Class,PSO Internal BA Exam,Standard,Trainee 2837,75,0.75,1,08/01/2021 00:00
Hong Kong,H-20-PSO-01,BA,PSO Internal BA Exam,Standard,Trainee 3228,75,0.75,1,08/01/2021 00:00
London,L-20-GB2B-05,Excel,EXCEL Exam - March 2017,Standard,Trainee 3101,75,0.75,1,08/01/2021 00:00
Hong Kong,H-20-JAV-04,Java Week 5 - Group Project 2,Java Marking Scheme,Standard,Trainee 3242,75,0.75,1,08/01/2021 00:00
Frankfurt,F-21-FOU-01,Professional Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 1834,45,0.75,1,08/01/2021 00:00
Frankfurt,F-20-BAT-06,Business Analysis,Business Analyst Foundation Certificate,External,Trainee 3258,29,0.725,1,08/01/2021 00:00
Sydney,SY-20-JAV-08,Java Week 4,Solo Project,Standard,Trainee 708,67,0.67,1,08/01/2021 00:00
London,L-20-GB2B-05,Excel,EXCEL Exam - March 2017,Standard,Trainee 2803,63,0.63,2,08/01/2021 00:00
London,L-20-GB2B-05,Excel,EXCEL Exam - March 2017,Standard,Trainee 2803,50,0.5,1,08/01/2021 00:00
Arlington,AR-20-COR-15,Pro Skills,Core - Pro Skills Presentation Assessment,Standard,Trainee 511,58,0.9667,1,11/01/2021 00:00
Arlington,AR-20-COR-15,Pro Skills,Core - Pro Skills Presentation Assessment,Standard,Trainee 927,58,0.9667,1,11/01/2021 00:00
Arlington,AR-20-JAV-07,Java 3- Spring Framework,Java Marking Scheme,Standard,Trainee 2218,96,0.96,1,11/01/2021 00:00
Arlington,AR-20-JAV-07,Java 3- Spring Framework,Java Marking Scheme,Standard,Trainee 1306,96,0.96,1,11/01/2021 00:00
New York,N-20-JAV-16,OOD 3,OOD Marking Scheme,Standard,Trainee 1318,96,0.96,1,11/01/2021 00:00
Arlington,AR-20-COR-15,Pro Skills,Core - Pro Skills Presentation Assessment,Standard,Trainee 1501,57,0.95,1,11/01/2021 00:00
New York,N-20-APP-12,Business Analysis,Core - Business Fundamentals Exam,Standard,Trainee 80,94,0.94,1,11/01/2021 00:00
New York,N-20-APP-12,Business Analysis,Core - Business Fundamentals Exam,Standard,Trainee 2506,94,0.94,1,11/01/2021 00:00
New York,N-20-JAV-17,Web App Design,Core - WAD Marking Scheme Jul 2014,Standard,Trainee 1801,187,0.935,1,11/01/2021 00:00
Arlington,AR-20-COR-15,Pro Skills,Core - Pro Skills Presentation Assessment,Standard,Trainee 301,56,0.9333,1,11/01/2021 00:00
New York,N-20-APP-12,Business Analysis,Core - Business Fundamentals Exam,Standard,Trainee 636,93,0.93,1,11/01/2021 00:00
New York,N-20-JAV-17,Web App Design,Core - WAD Marking Scheme Jul 2014,Standard,Trainee 2791,183,0.915,1,11/01/2021 00:00
Arlington,AR-20-COR-15,Pro Skills,Core - Pro Skills Presentation Assessment,Standard,Trainee 613,54,0.9,1,11/01/2021 00:00
New York,N-20-JAV-16,OOD 3,OOD Marking Scheme,Standard,Trainee 2663,90,0.9,1,11/01/2021 00:00
New York,N-20-JAV-17,Web App Design,Core - WAD Marking Scheme Jul 2014,Standard,Trainee 2627,179,0.895,1,11/01/2021 00:00
New York,N-20-APP-12,Business Analysis,Core - Business Fundamentals Exam,Standard,Trainee 73,89,0.89,1,11/01/2021 00:00
Arlington,AR-20-COR-15,Pro Skills,Core - Pro Skills Presentation Assessment,Standard,Trainee 1304,53,0.8833,1,11/01/2021 00:00
Arlington,AR-20-JAV-07,Java 3- Spring Framework,Java Marking Scheme,Standard,Trainee 2842,88,0.88,1,11/01/2021 00:00
New York,N-20-JAV-17,Web App Design,Core - WAD Marking Scheme Jul 2014,Standard,Trainee 2364,172,0.86,1,11/01/2021 00:00
New York,N-20-JAV-17,Web App Design,Core - WAD Marking Scheme Jul 2014,Standard,Trainee 1577,172,0.86,1,11/01/2021 00:00
New York,N-20-JAV-17,Web App Design,Core - WAD Marking Scheme Jul 2014,Standard,Trainee 3149,168,0.84,1,11/01/2021 00:00
New York,N-20-APP-12,Business Analysis,Core - Business Fundamentals Exam,Standard,Trainee 2738,83,0.83,1,11/01/2021 00:00
New York,N-20-JAV-16,OOD 3,OOD Marking Scheme,Standard,Trainee 1905,82,0.82,1,11/01/2021 00:00
New York,N-20-APP-12,Business Analysis,Core - Business Fundamentals Exam,Standard,Trainee 2116,81,0.81,1,11/01/2021 00:00
Arlington,AR-20-JAV-07,Java 3- Spring Framework,Java Marking Scheme,Standard,Trainee 1722,80,0.8,1,11/01/2021 00:00
New York,N-20-JAV-16,OOD 3,OOD Marking Scheme,Standard,Trainee 2455,80,0.8,1,11/01/2021 00:00
New York,N-20-APP-12,Business Analysis,Core - Business Fundamentals Exam,Standard,Trainee 499,79,0.79,1,11/01/2021 00:00
New York,N-20-APP-12,Business Analysis,Core - Business Fundamentals Exam,Standard,Trainee 1776,79,0.79,1,11/01/2021 00:00
New York,N-20-JAV-16,OOD 3,OOD Marking Scheme,Standard,Trainee 1962,78,0.78,1,11/01/2021 00:00
New York,N-20-JAV-16,OOD 3,OOD Marking Scheme,Standard,Trainee 2484,76,0.76,1,11/01/2021 00:00
New York,N-20-JAV-16,OOD 3,OOD Marking Scheme,Standard,Trainee 2883,75,0.75,1,11/01/2021 00:00
New York,N-20-JAV-17,Web App Design,Core - WAD Marking Scheme Jul 2014,Standard,Trainee 2114,124,0.62,1,11/01/2021 00:00
New York,N-20-JAV-17,Web App Design,Core - WAD Marking Scheme Jul 2014,Standard,Trainee 3145,118,0.59,1,11/01/2021 00:00
New York,N-20-JAV-16,OOD 3,OOD Marking Scheme,Standard,Trainee 3252,45,0.45,1,11/01/2021 00:00
New York,N-20-JAV-14,Java 5-  Project,Java Marking Scheme,Standard,Trainee 2383,95,0.95,1,12/01/2021 00:00
New York,N-20-JAV-14,Java 5-  Project,Java Marking Scheme,Standard,Trainee 645,90,0.9,1,12/01/2021 00:00
New York,N-20-APP-11,ITIL,ISEB ITIL Foundation Exam,External,Trainee 669,36,0.9,1,12/01/2021 00:00
New York,N-20-JAV-14,Java 5-  Project,Java Marking Scheme,Standard,Trainee 2353,90,0.9,1,12/01/2021 00:00
New York,N-20-JAV-14,Java 5-  Project,Java Marking Scheme,Standard,Trainee 2354,90,0.9,1,12/01/2021 00:00
New York,N-20-JAV-14,Java 5-  Project,Java Marking Scheme,Standard,Trainee 2950,90,0.9,1,12/01/2021 00:00
New York,N-20-JAV-14,Java 5-  Project,Java Marking Scheme,Standard,Trainee 2953,90,0.9,1,12/01/2021 00:00
New York,N-20-JAV-14,Java 5-  Project,Java Marking Scheme,Standard,Trainee 2954,90,0.9,1,12/01/2021 00:00
New York,N-20-JAV-14,Java 5-  Project,Java Marking Scheme,Standard,Trainee 2967,90,0.9,1,12/01/2021 00:00
New York,N-20-APP-11,ITIL,ISEB ITIL Foundation Exam,External,Trainee 1987,32,0.8,1,12/01/2021 00:00
New York,N-20-APP-11,ITIL,ISEB ITIL Foundation Exam,External,Trainee 2026,32,0.8,1,12/01/2021 00:00
New York,N-20-APP-11,ITIL,ISEB ITIL Foundation Exam,External,Trainee 1167,31,0.775,1,12/01/2021 00:00
New York,N-20-APP-11,ITIL,ISEB ITIL Foundation Exam,External,Trainee 1211,30,0.75,1,12/01/2021 00:00
New York,N-20-APP-11,ITIL,ISEB ITIL Foundation Exam,External,Trainee 113,29,0.725,1,12/01/2021 00:00
New York,N-20-APP-11,ITIL,ISEB ITIL Foundation Exam,External,Trainee 2075,28,0.7,1,12/01/2021 00:00
New York,N-20-APP-11,ITIL,ISEB ITIL Foundation Exam,External,Trainee 69,27,0.675,1,12/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - SDLC,Standard,Trainee 513,30,1,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - SDLC,Standard,Trainee 14,29,0.9667,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - SDLC,Standard,Trainee 519,29,0.9667,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - SDLC,Standard,Trainee 923,29,0.9667,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - Interview,Standard,Trainee 14,76,0.95,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - SDLC,Standard,Trainee 725,28,0.9333,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - SDLC,Standard,Trainee 1043,28,0.9333,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - SDLC,Standard,Trainee 1265,28,0.9333,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - SDLC,Standard,Trainee 2615,28,0.9333,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - SDLC,Standard,Trainee 1558,28,0.9333,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - Interview,Standard,Trainee 519,74,0.925,1,13/01/2021 00:00
New York,N-20-JAV-14,Project Pod,Java Signoff Exam Aug 2013,AXS_Exam,Trainee 2383,92,0.92,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - SDLC,Standard,Trainee 43,27,0.9,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - Interview,Standard,Trainee 43,72,0.9,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - SDLC,Standard,Trainee 212,27,0.9,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - Interview,Standard,Trainee 212,72,0.9,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - SDLC,Standard,Trainee 969,27,0.9,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - Interview,Standard,Trainee 969,72,0.9,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - Interview,Standard,Trainee 1043,72,0.9,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - Interview,Standard,Trainee 725,71,0.8875,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - Interview,Standard,Trainee 923,71,0.8875,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - Interview,Standard,Trainee 2615,71,0.8875,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - Interview,Standard,Trainee 1558,71,0.8875,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - Interview,Standard,Trainee 513,69,0.8625,1,13/01/2021 00:00
Toronto,T-21-COR-01,Professional Skills,Core - Pro Skills - Interview,Standard,Trainee 1265,69,0.8625,1,13/01/2021 00:00
New York,N-20-JAV-14,Project Pod,Java Signoff Exam Aug 2013,AXS_Exam,Trainee 2353,86,0.86,1,13/01/2021 00:00
New York,N-20-JAV-14,Project Pod,Java Signoff Exam Aug 2013,AXS_Exam,Trainee 2950,83,0.83,1,13/01/2021 00:00
New York,N-20-JAV-14,Project Pod,Java Signoff Exam Aug 2013,AXS_Exam,Trainee 645,81,0.81,1,13/01/2021 00:00
New York,N-20-JAV-14,Project Pod,Java Signoff Exam Aug 2013,AXS_Exam,Trainee 2954,81,0.81,1,13/01/2021 00:00
New York,N-20-JAV-14,Project Pod,Java Signoff Exam Aug 2013,AXS_Exam,Trainee 2953,78,0.78,1,13/01/2021 00:00
New York,N-20-JAV-14,Project Pod,Java Signoff Exam Aug 2013,AXS_Exam,Trainee 2354,75,0.75,2,13/01/2021 00:00
New York,N-20-JAV-14,Project Pod,Java Signoff Exam Aug 2013,AXS_Exam,Trainee 2967,75,0.75,1,13/01/2021 00:00
New York,N-20-JAV-14,Project Pod,Java Signoff Exam Aug 2013,AXS_Exam,Trainee 2354,67,0.67,1,13/01/2021 00:00
New York,N-20-APP-11,Sign Off,EXCEL VBA Sign Off Exam - May 2014,Standard,Trainee 669,30,1,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,EXCEL VBA Sign Off Exam - May 2014,Standard,Trainee 1167,30,1,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,SQL Signoff Exam Aug 2013,AXS_Exam,Trainee 669,97,0.97,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,EXCEL VBA Sign Off Exam - May 2014,Standard,Trainee 113,29,0.9667,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,EXCEL VBA Sign Off Exam - May 2014,Standard,Trainee 2026,29,0.9667,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,EXCEL VBA Sign Off Exam - May 2014,Standard,Trainee 1211,29,0.9667,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,EXCEL VBA Sign Off Exam - May 2014,Standard,Trainee 2075,29,0.9667,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,UNIX Signoff Exam Aug 2013,AXS_Exam,Trainee 113,94,0.94,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,UNIX Signoff Exam Aug 2013,AXS_Exam,Trainee 669,94,0.94,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,EXCEL VBA Sign Off Exam - May 2014,Standard,Trainee 69,28,0.9333,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,UNIX Signoff Exam Aug 2013,AXS_Exam,Trainee 1987,92,0.92,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,SQL Signoff Exam Aug 2013,AXS_Exam,Trainee 1167,91,0.91,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,UNIX Signoff Exam Aug 2013,AXS_Exam,Trainee 1167,88,0.88,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,UNIX Signoff Exam Aug 2013,AXS_Exam,Trainee 1211,88,0.88,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,EXCEL VBA Sign Off Exam - May 2014,Standard,Trainee 1987,26,0.8667,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,SQL Signoff Exam Aug 2013,AXS_Exam,Trainee 2026,86,0.86,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,SQL Signoff Exam Aug 2013,AXS_Exam,Trainee 113,85,0.85,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,SQL Signoff Exam Aug 2013,AXS_Exam,Trainee 1211,85,0.85,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,SQL Signoff Exam Aug 2013,AXS_Exam,Trainee 2075,84,0.84,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,UNIX Signoff Exam Aug 2013,AXS_Exam,Trainee 2075,84,0.84,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,SQL Signoff Exam Aug 2013,AXS_Exam,Trainee 1987,78,0.78,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,UNIX Signoff Exam Aug 2013,AXS_Exam,Trainee 69,76,0.76,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,UNIX Signoff Exam Aug 2013,AXS_Exam,Trainee 2026,76,0.76,1,14/01/2021 00:00
New York,N-20-APP-11,Sign Off,SQL Signoff Exam Aug 2013,AXS_Exam,Trainee 69,75,0.75,1,14/01/2021 00:00
Arlington,AR-20-JAV-08,Java 2- Servlets & JSP,Java Marking Scheme,Standard,Trainee 57,100,1,1,15/01/2021 00:00
London,L-21-FOU-01,Pro Skills,EMEA Pro Skills I/V Assessment 2021,Standard,Trainee 86,48,1,1,15/01/2021 00:00
London,L-21-FOU-01,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 86,60,1,1,15/01/2021 00:00
Luxembourg,LU-21-KYC-01,Professional Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 143,60,1,1,15/01/2021 00:00
Toronto,M-20-JAV-02,Group Project,Java Group Project,Standard,Trainee 234,100,1,1,15/01/2021 00:00
Arlington,AR-20-APP-07,Excel/VBA,Excel - Workbook Test,Standard,Trainee 301,100,1,1,15/01/2021 00:00
Glasgow,G-20-FOU-15,Web Apps,Core - WAD Marking Scheme Jul 2014,Standard,Trainee 304,200,1,1,15/01/2021 00:00
Sydney,SY-20-JAV-08,Java Week 5 - Group Project,Group Project Week 1 Retrospective,Standard,Trainee 413,1,1,1,15/01/2021 00:00
London,L-21-FOU-01,Pro Skills,EMEA Pro Skills I/V Assessment 2021,Standard,Trainee 422,48,1,1,15/01/2021 00:00
Sydney,SY-20-JAV-08,Java Week 5 - Group Project,Group Project Week 1 Retrospective,Standard,Trainee 610,1,1,1,15/01/2021 00:00
London,L-20-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 622,100,1,1,15/01/2021 00:00
Sydney,SY-20-JAV-08,Java Week 5 - Group Project,Group Project Week 1 Retrospective,Standard,Trainee 650,1,1,1,15/01/2021 00:00
Frankfurt,F-21-FOU-01,SQL,General Marking Scheme,Standard,Trainee 665,100,1,1,15/01/2021 00:00
Frankfurt,F-21-FOU-01,SQL,General Marking Scheme,Standard,Trainee 666,100,1,1,15/01/2021 00:00
Toronto,T-20-JAV-11,Group Project,Java Group Project,Standard,Trainee 684,100,1,1,15/01/2021 00:00
London,L-20-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 706,100,1,1,15/01/2021 00:00
Sydney,SY-20-JAV-08,Java Week 5 - Group Project,Group Project Week 1 Retrospective,Standard,Trainee 708,1,1,1,15/01/2021 00:00
London,L-20-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 721,100,1,1,15/01/2021 00:00
London,L-20-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 934,100,1,1,15/01/2021 00:00
London,L-20-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 941,100,1,1,15/01/2021 00:00
Sydney,SY-20-JAV-08,Java Week 5 - Group Project,Group Project Week 1 Retrospective,Standard,Trainee 960,1,1,1,15/01/2021 00:00
Sydney,SY-20-JAV-08,Java Week 5 - Group Project,Group Project Week 1 Retrospective,Standard,Trainee 1056,1,1,1,15/01/2021 00:00
Sydney,SY-20-JAV-08,Java Week 5 - Group Project,Group Project Week 1 Retrospective,Standard,Trainee 1197,1,1,1,15/01/2021 00:00
London,L-20-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 1244,100,1,1,15/01/2021 00:00
London,L-20-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 1253,100,1,1,15/01/2021 00:00
London,L-20-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 1282,100,1,1,15/01/2021 00:00
London,L-20-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 1414,100,1,1,15/01/2021 00:00
Sydney,SY-20-JAV-08,Java Week 5 - Group Project,Group Project Week 1 Retrospective,Standard,Trainee 1435,1,1,1,15/01/2021 00:00
Glasgow,G-20-FOU-15,Web Apps,Core - WAD Marking Scheme Jul 2014,Standard,Trainee 1445,200,1,1,15/01/2021 00:00
Toronto,M-20-JAV-02,Group Project,Java Group Project,Standard,Trainee 1484,100,1,1,15/01/2021 00:00
Arlington,AR-20-APP-07,Excel/VBA,Excel - Workbook Test,Standard,Trainee 1501,100,1,1,15/01/2021 00:00
London,L-20-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 1557,100,1,1,15/01/2021 00:00
Sydney,SY-20-JAV-08,Java Week 5 - Group Project,Group Project Week 1 Retrospective,Standard,Trainee 1568,1,1,1,15/01/2021 00:00
New York,N-20-JAV-17,OOD 1,OOD Marking Scheme,Standard,Trainee 1577,100,1,1,15/01/2021 00:00
London,L-20-JAV-05,Spring MVC,Java Marking Scheme,Standard,Trainee 1580,100,1,1,15/01/2021 00:00
Glasgow,G-20-FOU-15,Web Apps,Core - WAD Marking Scheme Jul 2014,Standard,Trainee 423,197,0.985,1,15/01/2021 00:00
London,L-21-FOU-01,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 7,59,0.9833,1,15/01/2021 00:00
London,L-21-FOU-01,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 86,59,0.9833,1,15/01/2021 00:00
London,L-21-FOU-01,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 362,59,0.9833,1,15/01/2021 00:00
London,L-21-FOU-01,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 406,59,0.9833,1,15/01/2021 00:00
London,L-21-FOU-01,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 416,59,0.9833,1,15/01/2021 00:00
London,L-21-FOU-01,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 1022,59,0.9833,1,15/01/2021 00:00
London,L-21-FOU-01,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 1255,59,0.9833,1,15/01/2021 00:00
Singapore,S-21-FOU-01,Pro Skills,Core - Pro Skills Presentation Assessment,Standard,Trainee 1590,59,0.9833,1,15/01/2021 00:00
Arlington,AR-20-APP-07,Excel/VBA,Excel - Workbook Test,Standard,Trainee 511,98,0.98,1,15/01/2021 00:00
Arlington,AR-20-APP-07,Excel/VBA,Excel - Workbook Test,Standard,Trainee 613,98,0.98,1,15/01/2021 00:00
New York,N-20-JAV-17,OOD 1,OOD Marking Scheme,Standard,Trainee 1801,98,0.98,1,15/01/2021 00:00
London,L-21-FOU-01,Pro Skills,EMEA Pro Skills I/V Assessment 2021,Standard,Trainee 416,47,0.9792,1,15/01/2021 00:00
Arlington,AR-20-JAV-08,Java 2- Servlets & JSP,Java Marking Scheme,Standard,Trainee 1896,97,0.97,1,15/01/2021 00:00
Frankfurt,F-21-FOU-01,SQL,General Marking Scheme,Standard,Trainee 1491,97,0.97,1,15/01/2021 00:00
Leeds,LE-20-BIT-03,Intro to BI & Data Warehousing,General Marking Scheme,Standard,Trainee 1638,97,0.97,1,15/01/2021 00:00
Singapore,S-21-FOU-01,Pro Skills,Core - Pro Skills Written Assessment July 2017,Standard,Trainee 42,58,0.9667,1,15/01/2021 00:00
